GameDate,HomeTeam,AwayTeam,HomeScore,AwayScore
11/14/2025,Rice,East Texas A&M,71.0,64.0
02/04/2026,Rice,North Texas,86.0,83.0
11/11/2025,Rice,Stephen F. Austin,69.0,81.0
01/21/2026,Rice,Temple,65.0,69.0
01/14/2026,Richmond,La Salle,74.0,53.0
01/21/2026,Richmond,Rhode Island,68.0,69.0
01/31/2026,Richmond,Davidson,54.0,79.0
12/31/2025,Richmond,George Washington,85.0,99.0
01/11/2026,Richmond,Saint Joseph's,65.0,67.0
12/28/2025,Richmond,Charleston Southern,72.0,77.0
11/08/2025,Richmond,East Carolina,87.0,72.0
12/20/2025,Richmond,The Citadel,80.0,56.0
12/13/2025,Richmond,Southern Illinois,93.0,84.0
12/06/2025,Richmond,Old Dominion,86.0,77.0
11/11/2025,Richmond,William & Mary,90.0,86.0
11/22/2025,Richmond,Gardner-Webb,102.0,67.0
11/05/2025,Richmond,-2146826246,84.0,56.0
11/19/2025,Richmond,VMI,87.0,54.0
11/15/2025,Rider,-2146826246,86.0,54.0
11/25/2025,Rider,Coppin State,65.0,68.0
12/09/2025,Rider,Bucknell,38.0,51.0
01/04/2026,Rider,Siena,65.0,74.0
01/11/2026,Rider,Marist,49.0,71.0
02/07/2026,Rider,Merrimack,47.0,73.0
02/01/2026,Rider,Saint Peter's,81.0,78.0
12/29/2025,Rider,Manhattan,71.0,74.0
01/14/2026,Rider,Iona,72.0,68.0
01/19/2026,Rider,Sacred Heart,85.0,105.0
12/29/2025,Robert Morris,Northern Kentucky,77.0,79.0
01/24/2026,Robert Morris,Green Bay,67.0,71.0
11/13/2025,Robert Morris,-2146826246,81.0,57.0
01/22/2026,Robert Morris,Milwaukee,88.0,76.0
11/10/2025,Robert Morris,-2146826246,93.0,47.0
01/28/2026,Robert Morris,IU Indy,74.0,58.0
11/28/2025,Robert Morris,Southern Utah,61.0,54.0
11/30/2025,Robert Morris,Stetson,80.0,62.0
12/13/2025,Robert Morris,Toledo,75.0,70.0
01/11/2026,Robert Morris,Fort Wayne,74.0,79.0
12/17/2025,Robert Morris,Youngstown State,80.0,77.0
02/04/2026,Robert Morris,Wright State,72.0,66.0
11/26/2025,Robert Morris,Illinois-Chicago,88.0,74.0
01/27/2026,Rutgers,Michigan State,79.0,88.0
12/02/2025,Rutgers,Purdue,65.0,81.0
11/27/2025,Rutgers,UNLV,80.0,65.0
01/23/2026,Rutgers,Indiana,59.0,82.0
01/02/2026,Rutgers,Ohio State,73.0,80.0
11/14/2025,Rutgers,Lehigh,84.0,72.0
01/11/2026,Rutgers,Northwestern,77.0,75.0
12/20/2025,Rutgers,Pennsylvania,70.0,69.0
01/05/2026,Rutgers,Oregon,88.0,85.0
11/05/2025,Rutgers,Rider,81.0,53.0
12/29/2025,Rutgers,Delaware State,65.0,50.0
11/18/2025,Rutgers,American,80.0,71.0
11/10/2025,Rutgers,Maine,72.0,60.0
02/07/2026,Rutgers,Nebraska,68.0,80.0
11/21/2025,Rutgers,Central Connecticut,54.0,67.0
01/03/2026,Southeastern Louisiana,Stephen F. Austin,63.0,73.0
12/07/2025,Southeastern Louisiana,Northwestern State,68.0,76.0
01/05/2026,Southeastern Louisiana,Lamar,60.0,52.0
01/24/2026,Southeastern Louisiana,Nicholls State,67.0,61.0
12/15/2025,Southeastern Louisiana,East Texas A&M,69.0,70.0
01/27/2026,Southeastern Louisiana,McNeese,66.0,76.0
01/12/2026,Southeastern Louisiana,New Orleans,76.0,79.0
02/07/2026,Southeastern Louisiana,Houston Christian,55.0,47.0
11/19/2025,Southeastern Louisiana,-2146826246,71.0,45.0
11/23/2025,SIU-Edwardsville,Alabama State,83.0,68.0
01/06/2026,SIU-Edwardsville,Lindenwood,66.0,62.0
01/01/2026,SIU-Edwardsville,Southern Indiana,59.0,55.0
01/03/2026,SIU-Edwardsville,Morehead State,72.0,73.0
01/08/2026,SIU-Edwardsville,Little Rock,70.0,73.0
12/06/2025,SIU-Edwardsville,Western Michigan,73.0,83.0
01/22/2026,SIU-Edwardsville,Tennessee State,74.0,66.0
01/24/2026,SIU-Edwardsville,Tennessee Tech,62.0,58.0
11/04/2025,SIU-Edwardsville,-2146826246,119.0,50.0
11/28/2025,SIU-Edwardsville,-2146826246,92.0,55.0
12/14/2025,SIU-Edwardsville,-2146826246,97.0,54.0
11/10/2025,SIU-Edwardsville,Indiana State,55.0,64.0
11/15/2025,SMU,Butler,87.0,85.0
11/03/2025,SMU,Tarleton State,96.0,76.0
11/24/2025,SMU,Radford,89.0,72.0
11/06/2025,SMU,Texas A&M-CC,69.0,58.0
01/03/2026,SMU,North Carolina,97.0,83.0
12/07/2025,SMU,Texas A&M,93.0,80.0
12/21/2025,SMU,Central Arkansas,99.0,82.0
11/18/2025,SMU,Arkansas-Pine Bluff,106.0,60.0
12/28/2025,SMU,Cal State Fullerton,110.0,63.0
02/03/2026,SMU,NC State,83.0,84.0
01/24/2026,SMU,Florida State,83.0,80.0
11/21/2025,SMU,Arkansas State,100.0,69.0
01/17/2026,SMU,Virginia,68.0,72.0
11/11/2025,SMU,Murray State,102.0,91.0
01/14/2026,SMU,Virginia Tech,77.0,76.0
01/15/2026,Sacramento State,Northern Arizona,83.0,69.0
01/29/2026,Sacramento State,Montana State,83.0,80.0
11/16/2025,Sacramento State,Presbyterian,64.0,62.0
01/31/2026,Sacramento State,Montana,86.0,79.0
11/07/2025,Sacramento State,-2146826246,86.0,76.0
11/04/2025,Sacramento State,-2146826246,103.0,79.0
02/07/2026,Sacramento State,Portland State,73.0,74.0
11/25/2025,Sacramento State,-2146826246,94.0,46.0
11/11/2025,Sacramento State,UC Santa Barbara,87.0,92.0
02/02/2026,Sacramento State,Weber State,104.0,90.0
01/17/2026,Sacramento State,Northern Colorado,93.0,89.0
02/05/2026,Sacred Heart,Fairfield,87.0,92.0
12/19/2025,Sacred Heart,Dartmouth,85.0,63.0
11/21/2025,Sacred Heart,Holy Cross,79.0,66.0
01/22/2026,Sacred Heart,Canisius,69.0,66.0
12/29/2025,Sacred Heart,Merrimack,72.0,80.0
12/07/2025,Sacred Heart,Iona,69.0,81.0
11/04/2025,Sacred Heart,-2146826246,103.0,46.0
01/09/2026,Sacred Heart,Marist,72.0,76.0
01/24/2026,Sacred Heart,Niagara,71.0,70.0
01/11/2026,Sacred Heart,Quinnipiac,60.0,70.0
01/04/2026,St. Francis (PA),Fairleigh Dickinson,85.0,82.0
01/02/2026,St. Francis (PA),Le Moyne,58.0,84.0
11/11/2025,St. Francis (PA),Mount St. Mary's,66.0,74.0
12/03/2025,St. Francis (PA),Penn State,100.0,41.0
11/29/2025,St. Francis (PA),-2146826246,85.0,60.0
12/20/2025,St. Francis (PA),Robert Morris,70.0,79.0
01/17/2026,St. Francis (PA),Central Connecticut,90.0,98.0
01/19/2026,St. Francis (PA),Stonehill,63.0,61.0
01/23/2026,St. Francis (PA),Chicago State,81.0,60.0
01/31/2026,St. Francis (PA),New Haven,69.0,81.0
01/03/2026,Saint Joseph's,Davidson,56.0,62.0
01/14/2026,Saint Joseph's,St. Bonaventure,68.0,64.0
01/24/2026,Saint Joseph's,Dayton,81.0,74.0
01/07/2026,Saint Joseph's,Duquesne,97.0,90.0
02/04/2026,Saint Joseph's,George Washington,76.0,73.0
12/28/2025,Saint Joseph's,-2146826246,87.0,65.0
12/18/2025,Saint Joseph's,Delaware State,67.0,51.0
12/09/2025,Saint Joseph's,Coppin State,87.0,65.0
12/22/2025,Saint Joseph's,Coastal Carolina,62.0,68.0
11/25/2025,Saint Joseph's,-2146826246,100.0,61.0
11/08/2025,Saint Joseph's,Drexel,76.0,65.0
11/03/2025,Saint Joseph's,Lafayette,85.0,76.0
12/17/2025,Saint Louis,Bethune-Cookman,112.0,53.0
12/28/2025,Saint Louis,-2146826246,114.0,33.0
12/21/2025,Saint Louis,New Hampshire,93.0,79.0
11/03/2025,Saint Louis,Southeast Missouri,92.0,67.0
11/06/2025,Saint Louis,Chicago State,108.0,86.0
11/10/2025,Saint Louis,Lindenwood,109.0,66.0
12/31/2025,Saint Louis,Saint Joseph's,102.0,79.0
01/14/2026,Saint Louis,Fordham,78.0,56.0
11/28/2025,Saint Louis,Stanford,77.0,78.0
11/15/2025,Saint Louis,Grand Canyon,78.0,64.0
11/21/2025,Saint Louis,Fort Wayne,91.0,60.0
01/17/2026,Saint Louis,Richmond,88.0,63.0
01/30/2026,Saint Louis,Dayton,102.0,71.0
12/07/2025,Saint Louis,Central Michigan,107.0,65.0
01/27/2026,Saint Louis,George Washington,79.0,76.0
12/13/2025,Saint Louis,San Francisco,85.0,75.0
02/07/2026,Saint Louis,La Salle,82.0,58.0
11/27/2025,Saint Louis,Santa Clara,71.0,70.0
11/22/2025,Saint Mary's,-2146826246,96.0,42.0
01/04/2026,Saint Mary's,Seattle,93.0,76.0
11/03/2025,Saint Mary's,St. Thomas,84.0,58.0
11/14/2025,Saint Mary's,North Texas,80.0,49.0
02/07/2026,Saint Mary's,San Francisco,79.0,54.0
11/07/2025,Saint Mary's,Chattanooga,87.0,66.0
01/21/2026,Saint Mary's,Oregon State,81.0,51.0
12/22/2025,Saint Mary's,Northern Iowa,63.0,58.0
11/11/2025,Saint Mary's,Ohio,90.0,60.0
12/19/2025,Saint Mary's,Florida Atlantic,88.0,75.0
01/10/2026,Saint Mary's,Washington State,88.0,82.0
01/02/2026,Saint Mary's,Portland,78.0,57.0
11/19/2025,Saint Mary's,Arkansas State,85.0,72.0
02/04/2026,Saint Mary's,San Diego,87.0,60.0
12/05/2025,Saint Peter's,Canisius,69.0,57.0
12/22/2025,Saint Peter's,-2146826246,116.0,50.0
11/08/2025,Saint Peter's,Fairleigh Dickinson,93.0,83.0
01/11/2026,Saint Peter's,Merrimack,76.0,63.0
02/07/2026,Saint Peter's,Siena,70.0,65.0
01/30/2026,Saint Peter's,Mount St. Mary's,66.0,58.0
01/17/2026,Saint Peter's,Rider,69.0,58.0
01/02/2026,Saint Peter's,Marist,69.0,59.0
01/19/2026,Saint Peter's,Iona,77.0,63.0
11/22/2025,Saint Peter's,UMass Lowell,68.0,66.0
12/07/2025,Saint Peter's,Niagara,71.0,43.0
11/29/2025,Saint Peter's,Dartmouth,61.0,87.0
02/04/2026,Sam Houston State,UTEP,70.0,66.0
11/22/2025,Sam Houston State,-2146826246,105.0,54.0
11/19/2025,Sam Houston State,Wyoming,78.0,70.0
11/03/2025,Sam Houston State,-2146826246,95.0,59.0
12/28/2025,Sam Houston State,-2146826246,117.0,57.0
01/31/2026,Sam Houston State,Louisiana Tech,83.0,67.0
01/10/2026,Sam Houston State,Liberty,74.0,82.0
01/24/2026,Sam Houston State,Western Kentucky,73.0,58.0
01/08/2026,Sam Houston State,Delaware,72.0,60.0
01/21/2026,Sam Houston State,Kennesaw State,93.0,87.0
12/15/2025,Samford,-2146826246,106.0,51.0
12/19/2025,Samford,-2146826246,85.0,49.0
11/19/2025,Samford,Florida Gulf Coast,62.0,77.0
01/24/2026,Samford,Chattanooga,75.0,64.0
01/17/2026,Samford,East Tennessee State,75.0,76.0
02/05/2026,Samford,The Citadel,78.0,64.0
12/07/2025,Samford,Cornell,93.0,90.0
11/07/2025,Samford,South Carolina State,82.0,72.0
01/14/2026,Samford,Furman,73.0,77.0
01/07/2026,Samford,Western Carolina,82.0,77.0
02/07/2026,Samford,Mercer,69.0,49.0
01/03/2026,San Diego State,Boise State,110.0,107.0
02/03/2026,San Diego State,Wyoming,72.0,63.0
01/17/2026,San Diego State,New Mexico,83.0,79.0
11/04/2025,San Diego State,Long Beach State,77.0,45.0
01/10/2026,San Diego State,Fresno State,71.0,52.0
11/18/2025,San Diego State,Troy,107.0,108.0
11/09/2025,San Diego State,Idaho State,73.0,57.0
12/03/2025,San Diego State,Utah Valley,77.0,66.0
12/17/2025,San Diego State,Air Force,81.0,58.0
12/22/2025,San Diego State,-2146826246,121.0,59.0
12/10/2025,San Diego State,Lamar,89.0,71.0
01/28/2026,San Diego State,Colorado State,73.0,50.0
11/26/2025,San Diego State,Baylor,81.0,91.0
11/21/2025,San Diego,UC Riverside,71.0,85.0
01/17/2026,San Diego,-2146826246,113.0,67.0
11/12/2025,San Diego,Idaho,78.0,74.0
01/21/2026,San Diego,Washington State,96.0,92.0
11/07/2025,San Diego,Idaho State,68.0,71.0
11/04/2025,San Diego,-2146826246,88.0,59.0
12/28/2025,San Diego,Pacific,66.0,54.0
11/18/2025,San Diego,Grambling State,78.0,68.0
12/13/2025,San Diego,Northern Arizona,78.0,69.0
12/30/2025,San Diego,Gonzaga,93.0,99.0
01/08/2026,San Diego,Pepperdine,83.0,63.0
12/09/2025,San Diego,USC,81.0,94.0
01/31/2026,San Diego,Oregon State,76.0,78.0
01/24/2026,San Diego,Santa Clara,73.0,85.0
12/21/2025,San Francisco,Morgan State,94.0,64.0
02/04/2026,San Francisco,Loyola Marymount,75.0,84.0
01/04/2026,San Francisco,Portland,73.0,68.0
12/17/2025,San Francisco,Loyola (IL),85.0,71.0
11/18/2025,San Francisco,Northwestern State,84.0,64.0
11/15/2025,San Francisco,Bradley,75.0,64.0
12/03/2025,San Francisco,North Alabama,63.0,65.0
11/03/2025,San Francisco,-2146826246,98.0,53.0
01/18/2026,San Francisco,Washington State,85.0,80.0
01/31/2026,San Francisco,Pacific,87.0,82.0
01/02/2026,San Francisco,San Diego,74.0,64.0
11/12/2025,San Francisco,Portland State,80.0,70.0
01/13/2026,San Francisco,Saint Mary's,68.0,82.0
12/30/2025,San Jose State,San Diego State,68.0,81.0
01/27/2026,San Jose State,Boise State,58.0,89.0
11/30/2025,San Jose State,UC Irvine,63.0,72.0
12/09/2025,San Jose State,Long Beach State,89.0,83.0
01/31/2026,San Jose State,New Mexico,80.0,90.0
01/17/2026,San Jose State,UNLV,62.0,76.0
11/17/2025,San Jose State,-2146826246,110.0,56.0
12/05/2025,San Jose State,San Diego,86.0,69.0
11/21/2025,San Jose State,Southern,80.0,66.0
01/06/2026,San Jose State,Fresno State,55.0,70.0
01/13/2026,San Jose State,Air Force,70.0,62.0
12/13/2025,San Jose State,Stanford,82.0,86.0
11/25/2025,San Jose State,Tulsa,51.0,81.0
01/17/2026,Santa Clara,Saint Mary's,62.0,54.0
12/20/2025,Santa Clara,Loyola (IL),78.0,80.0
11/21/2025,Santa Clara,Louisiana,80.0,43.0
11/28/2025,Santa Clara,Minnesota,86.0,75.0
11/15/2025,Santa Clara,Nevada,98.0,83.0
01/28/2026,Santa Clara,San Francisco,88.0,73.0
11/04/2025,Santa Clara,-2146826246,83.0,53.0
01/14/2026,Santa Clara,Pacific,85.0,69.0
12/13/2025,Santa Clara,Arizona State,79.0,82.0
01/10/2026,Santa Clara,Loyola Marymount,103.0,72.0
12/03/2025,Santa Clara,Utah Tech,90.0,80.0
01/02/2026,Santa Clara,Pepperdine,82.0,63.0
11/07/2025,Santa Clara,McNeese,79.0,67.0
01/04/2026,Santa Clara,San Diego,98.0,70.0
12/17/2025,Santa Clara,North Texas,63.0,60.0
11/18/2025,Santa Clara,Idaho State,64.0,55.0
12/13/2025,Seattle,-2146826246,115.0,60.0
02/04/2026,Seattle,Pepperdine,83.0,81.0
01/17/2026,Seattle,Gonzaga,50.0,71.0
11/12/2025,Seattle,Eastern Washington,94.0,67.0
01/15/2026,Seattle,San Diego,75.0,64.0
12/03/2025,Seattle,-2146826246,97.0,43.0
12/30/2025,Seattle,Washington State,69.0,55.0
12/19/2025,Seattle,Washington,70.0,66.0
11/28/2025,Seattle,Texas State,66.0,52.0
01/21/2026,Seattle,Loyola Marymount,69.0,59.0
11/08/2025,Seattle,Cal Poly,71.0,73.0
11/03/2025,Seattle,Denver,84.0,73.0
12/28/2025,Seattle,San Francisco,59.0,67.0
11/15/2025,Seattle,Idaho State,83.0,74.0
12/07/2025,Seattle,UTEP,75.0,68.0
11/07/2025,Seton Hall,Wagner,68.0,61.0
11/18/2025,Seton Hall,New Haven,68.0,45.0
12/13/2025,Seton Hall,Rutgers,81.0,59.0
01/31/2026,Seton Hall,Marquette,69.0,64.0
12/23/2025,Seton Hall,Villanova,56.0,64.0
12/03/2025,Seton Hall,Central Connecticut,77.0,61.0
01/04/2026,Seton Hall,Creighton,56.0,54.0
01/13/2026,Seton Hall,UConn,64.0,69.0
11/03/2025,Seton Hall,Saint Peter's,77.0,50.0
11/13/2025,Seton Hall,Monmouth,70.0,58.0
11/10/2025,Seton Hall,Fairfield,82.0,59.0
01/17/2026,Seton Hall,Butler,66.0,77.0
01/28/2026,Seton Hall,Xavier,86.0,68.0
01/14/2026,Siena,Sacred Heart,80.0,86.0
12/07/2025,Siena,Canisius,74.0,52.0
12/05/2025,Siena,Niagara,83.0,54.0
01/09/2026,Siena,Merrimack,59.0,63.0
01/19/2026,Siena,Fairfield,85.0,77.0
11/28/2025,Siena,Longwood,70.0,63.0
11/03/2025,Siena,Bryant,82.0,66.0
11/17/2025,Siena,Colgate,69.0,72.0
02/05/2026,Siena,Iona,79.0,72.0
11/21/2025,Siena,Albany,73.0,63.0
01/22/2026,Siena,Marist,69.0,50.0
02/07/2026,South Alabama,Buffalo,81.0,69.0
01/29/2026,South Alabama,Coastal Carolina,53.0,48.0
12/14/2025,South Alabama,North Texas,57.0,58.0
01/17/2026,South Alabama,Louisiana,56.0,59.0
11/06/2025,South Alabama,Alcorn State,76.0,70.0
11/13/2025,South Alabama,Central Michigan,66.0,64.0
11/08/2025,South Alabama,-2146826246,99.0,50.0
01/15/2026,South Alabama,Arkansas State,91.0,87.0
01/10/2026,South Alabama,Georgia Southern,87.0,71.0
12/02/2025,South Alabama,New Mexico State,77.0,75.0
12/29/2025,South Alabama,-2146826246,85.0,52.0
01/31/2026,South Alabama,Georgia State,69.0,67.0
02/07/2026,South Carolina,Missouri,59.0,78.0
01/20/2026,South Carolina,Oklahoma,85.0,76.0
12/22/2025,South Carolina,South Carolina State,95.0,70.0
12/30/2025,South Carolina,Albany,96.0,67.0
01/28/2026,South Carolina,Florida,48.0,95.0
01/31/2026,South Carolina,LSU,87.0,92.0
11/12/2025,South Carolina,Presbyterian,81.0,61.0
01/10/2026,South Carolina,Georgia,70.0,75.0
12/13/2025,South Carolina,The Citadel,71.0,55.0
01/03/2026,South Carolina,Vanderbilt,71.0,83.0
12/06/2025,South Carolina,Stetson,82.0,51.0
12/02/2025,South Carolina,Virginia Tech,83.0,86.0
11/04/2025,South Carolina,North Carolina A&T,91.0,72.0
11/18/2025,South Carolina,Radford,87.0,58.0
11/28/2025,South Carolina,Charleston Southern,74.0,62.0
11/21/2025,South Carolina,Butler,72.0,79.0
11/09/2025,South Carolina,Southern Miss,83.0,79.0
01/26/2026,South Carolina State,Delaware State,70.0,64.0
02/04/2026,South Carolina State,Maryland-Eastern Shore,63.0,54.0
01/17/2026,South Carolina State,Norfolk State,82.0,89.0
11/19/2025,South Carolina State,Chattanooga,66.0,78.0
12/16/2025,South Carolina State,USC Upstate,72.0,78.0
01/03/2026,South Carolina State,Howard,58.0,57.0
01/31/2026,South Carolina State,North Carolina Central,0.0,0.0
01/20/2026,South Carolina State,-2146826246,56.0,50.0
12/19/2025,South Carolina State,-2146826246,68.0,54.0
11/19/2025,USC Upstate,Tennessee Tech,84.0,88.0
12/17/2025,USC Upstate,-2146826246,98.0,63.0
01/21/2026,USC Upstate,UNC Asheville,69.0,83.0
12/03/2025,USC Upstate,Coastal Carolina,85.0,78.0
11/25/2025,USC Upstate,North Carolina Central,82.0,67.0
11/12/2025,USC Upstate,-2146826246,114.0,53.0
02/07/2026,USC Upstate,Charleston Southern,100.0,94.0
01/10/2026,USC Upstate,Winthrop,50.0,71.0
01/29/2026,USC Upstate,Longwood,65.0,60.0
11/08/2025,USC Upstate,-2146826246,105.0,46.0
12/06/2025,USC Upstate,Western Carolina,78.0,67.0
12/31/2025,USC Upstate,Radford,69.0,76.0
12/03/2025,South Dakota,Portland State,71.0,77.0
12/28/2025,South Dakota,-2146826246,85.0,61.0
12/17/2025,South Dakota,-2146826246,80.0,71.0
11/16/2025,South Dakota,Western Michigan,83.0,78.0
11/09/2025,South Dakota,-2146826246,121.0,65.0
11/12/2025,South Dakota,Southern Indiana,89.0,74.0
11/29/2025,South Dakota,Air Force,80.0,63.0
12/13/2025,South Dakota,Prairie View A&M,97.0,85.0
11/03/2025,South Dakota,Utah Tech,79.0,81.0
01/24/2026,South Dakota,St. Thomas,78.0,90.0
01/29/2026,South Dakota,Oral Roberts,77.0,69.0
01/10/2026,South Dakota,Denver,82.0,72.0
01/31/2026,South Dakota,North Dakota State,84.0,89.0
01/15/2026,South Dakota,UMKC,99.0,83.0
11/23/2025,South Dakota,South Carolina State,82.0,81.0
12/12/2025,South Dakota State,-2146826246,94.0,62.0
01/08/2026,South Dakota State,Denver,87.0,79.0
11/21/2025,South Dakota State,Georgia State,105.0,58.0
11/17/2025,South Dakota State,-2146826246,94.0,46.0
11/06/2025,South Dakota State,-2146826246,68.0,62.0
01/01/2026,South Dakota State,Omaha,84.0,69.0
12/15/2025,South Dakota State,Wyoming,72.0,87.0
02/07/2026,South Dakota State,South Dakota,67.0,68.0
02/04/2026,South Dakota State,St. Thomas,62.0,77.0
01/31/2026,South Dakota State,Oral Roberts,95.0,72.0
11/25/2025,South Dakota State,Utah Valley,52.0,75.0
12/06/2025,South Dakota State,Idaho,81.0,84.0
01/17/2026,South Dakota State,UMKC,90.0,62.0
12/29/2025,South Florida,-2146826246,111.0,50.0
12/04/2025,South Florida,Utah State,74.0,61.0
02/04/2026,South Florida,UTSA,109.0,88.0
12/21/2025,South Florida,UMBC,94.0,69.0
12/10/2025,South Florida,Charleston,81.0,75.0
11/03/2025,South Florida,Florida A&M,102.0,67.0
01/25/2026,South Florida,Florida Atlantic,89.0,75.0
01/14/2026,South Florida,East Carolina,82.0,71.0
11/12/2025,South Florida,Coppin State,100.0,50.0
01/18/2026,South Florida,Wichita State,85.0,86.0
02/08/2026,South Florida,Tulsa,0.0,0.0
01/04/2026,South Florida,UAB,106.0,109.0
11/28/2025,South Florida,Colorado State,68.0,83.0
12/14/2025,Southeast Missouri,-2146826246,88.0,65.0
12/02/2025,Southeast Missouri,-2146826246,88.0,57.0
11/15/2025,Southeast Missouri,St. Thomas,72.0,84.0
11/12/2025,Southeast Missouri,-2146826246,87.0,41.0
01/01/2026,Southeast Missouri,Eastern Illinois,68.0,59.0
01/03/2026,Southeast Missouri,Western Illinois,73.0,50.0
01/15/2026,Southeast Missouri,Lindenwood,76.0,88.0
01/17/2026,Southeast Missouri,SIU-Edwardsville,55.0,68.0
02/05/2026,Southeast Missouri,Morehead State,82.0,70.0
01/20/2026,Southeast Missouri,Tennessee-Martin,66.0,50.0
02/07/2026,Southeast Missouri,Southern Indiana,90.0,65.0
01/22/2026,Southeast Missouri,Little Rock,70.0,65.0
11/29/2025,Southeast Missouri,Lipscomb,77.0,88.0
11/29/2025,Southern Illinois,Little Rock,74.0,65.0
01/17/2026,Southern Illinois,Belmont,68.0,73.0
12/18/2025,Southern Illinois,Illinois State,68.0,75.0
11/03/2025,Southern Illinois,-2146826246,83.0,42.0
01/31/2026,Southern Illinois,Illinois-Chicago,66.0,68.0
12/10/2025,Southern Illinois,Tennessee-Martin,83.0,54.0
11/07/2025,Southern Illinois,UMKC,101.0,78.0
01/28/2026,Southern Illinois,Northern Iowa,65.0,50.0
02/06/2026,Southern Illinois,Murray State,81.0,91.0
01/14/2026,Southern Illinois,Drake,73.0,76.0
11/24/2025,Southern Illinois,UAB,73.0,81.0
01/01/2026,Southern Illinois,Valparaiso,75.0,70.0
01/10/2026,Southern Indiana,Tennessee-Martin,56.0,73.0
01/08/2026,Southern Indiana,Southeast Missouri,76.0,84.0
01/22/2026,Southern Indiana,Eastern Illinois,51.0,59.0
01/31/2026,Southern Indiana,SIU-Edwardsville,46.0,58.0
12/18/2025,Southern Indiana,Little Rock,62.0,77.0
11/07/2025,Southern Indiana,VMI,74.0,78.0
01/23/2026,Southern Indiana,Western Illinois,96.0,64.0
01/29/2026,Southern Indiana,Lindenwood,60.0,73.0
12/20/2025,Southern Indiana,Morehead State,60.0,64.0
12/15/2025,Southern Indiana,-2146826246,0.0,0.0
11/29/2025,Southern Indiana,-2146826246,93.0,56.0
11/16/2025,Southern Indiana,-2146826246,91.0,74.0
12/01/2025,Southern,-2146826246,101.0,48.0
01/28/2026,Southern,Mississippi Valley State,80.0,69.0
01/24/2026,Southern,Arkansas-Pine Bluff,74.0,75.0
01/05/2026,Southern,Prairie View A&M,85.0,89.0
01/03/2026,Southern,Texas Southern,84.0,73.0
02/07/2026,Southern,Alabama A&M,81.0,68.0
11/15/2025,Southern,-2146826246,129.0,64.0
11/10/2025,Southern,-2146826246,115.0,51.0
11/23/2025,Southern Miss,Tennessee-Martin,70.0,60.0
12/08/2025,Southern Miss,Grambling State,68.0,60.0
02/07/2026,Southern Miss,Kent State,66.0,65.0
01/08/2026,Southern Miss,Texas State,80.0,70.0
11/18/2025,Southern Miss,-2146826246,82.0,59.0
01/29/2026,Southern Miss,Appalachian State,63.0,70.0
11/06/2025,Southern Miss,-2146826246,93.0,57.0
12/18/2025,Southern Miss,Louisiana,62.0,54.0
12/20/2025,Southern Miss,Arkansas State,86.0,93.0
01/10/2026,Southern Miss,Louisiana-Monroe,70.0,60.0
01/31/2026,Southern Miss,James Madison,73.0,65.0
11/22/2025,Southern Miss,North Florida,92.0,83.0
11/11/2025,Southern Utah,-2146826246,118.0,60.0
01/21/2026,Southern Utah,Utah Valley,84.0,70.0
01/03/2026,Southern Utah,Texas-Arlington,77.0,86.0
11/08/2025,Southern Utah,UT Rio Grande Valley,72.0,95.0
01/17/2026,Southern Utah,Abilene Christian,74.0,52.0
12/01/2025,Southern Utah,-2146826246,124.0,59.0
01/15/2026,Southern Utah,Tarleton State,106.0,105.0
11/22/2025,Southern Utah,-2146826246,103.0,68.0
02/07/2026,Southern Utah,Tarleton State,59.0,62.0
11/08/2025,St. Bonaventure,Canisius,89.0,70.0
11/03/2025,St. Bonaventure,Bradley,69.0,63.0
11/20/2025,St. Bonaventure,Robert Morris,75.0,61.0
11/15/2025,St. Bonaventure,Youngstown State,84.0,80.0
01/31/2026,St. Bonaventure,George Mason,73.0,77.0
12/03/2025,St. Bonaventure,-2146826246,83.0,43.0
12/10/2025,St. Bonaventure,Colgate,85.0,77.0
01/07/2026,St. Bonaventure,Richmond,80.0,89.0
01/10/2026,St. Bonaventure,Fordham,77.0,81.0
12/20/2025,St. Bonaventure,Le Moyne,92.0,81.0
11/12/2025,St. Bonaventure,Siena,75.0,66.0
01/23/2026,St. Bonaventure,Saint Louis,62.0,97.0
01/20/2026,St. Bonaventure,Loyola (IL),84.0,70.0
11/24/2025,St. John's,Iowa State,82.0,83.0
12/23/2025,St. John's,Harvard,85.0,59.0
12/16/2025,St. John's,DePaul,79.0,66.0
01/20/2026,St. John's,Seton Hall,65.0,60.0
12/06/2025,St. John's,Ole Miss,63.0,58.0
11/15/2025,St. John's,William & Mary,93.0,60.0
