GameDate,HomeTeam,AwayTeam,HomeScore,AwayScore
12/02/2025,North Florida,SIU-Edwardsville,63.0,72.0
11/23/2025,North Florida,Prairie View A&M,82.0,85.0
11/25/2025,North Texas,Eastern Washington,79.0,71.0
01/04/2026,North Texas,Tulsa,72.0,67.0
12/07/2025,North Texas,TCU,55.0,65.0
12/02/2025,North Texas,Houston Christian,77.0,75.0
01/07/2026,North Texas,South Florida,70.0,74.0
11/03/2025,North Texas,-2146826246,88.0,54.0
11/06/2025,North Texas,Northwestern State,80.0,53.0
11/20/2025,North Texas,Central Arkansas,74.0,56.0
01/31/2026,North Texas,UAB,68.0,72.0
01/21/2026,North Texas,UTSA,81.0,62.0
01/23/2026,North Texas,East Carolina,59.0,63.0
11/30/2025,North Texas,Prairie View A&M,72.0,69.0
12/22/2025,North Texas,-2146826246,109.0,56.0
01/08/2026,Northeastern,UNC Wilmington,78.0,87.0
01/31/2026,Northeastern,Charleston,84.0,89.0
01/10/2026,Northeastern,Towson,78.0,87.0
01/22/2026,Northeastern,Stony Brook,80.0,95.0
11/15/2025,Northeastern,Vermont,74.0,85.0
11/03/2025,Northeastern,Boston University,75.0,76.0
12/07/2025,Northeastern,Central Connecticut,73.0,56.0
01/15/2026,Northeastern,Elon,85.0,78.0
01/29/2026,Northern Arizona,Eastern Washington,92.0,86.0
12/18/2025,Northern Arizona,Southern Utah,65.0,57.0
01/24/2026,Northern Arizona,Northern Colorado,81.0,77.0
01/19/2026,Northern Arizona,Montana,72.0,98.0
12/29/2025,Northern Arizona,-2146826246,112.0,60.0
11/26/2025,Northern Arizona,Southeast Missouri,79.0,72.0
11/24/2025,Northern Arizona,Cal Poly,93.0,87.0
11/18/2025,Northern Arizona,-2146826246,108.0,79.0
11/07/2025,Northern Arizona,-2146826246,87.0,55.0
12/03/2025,Northern Arizona,South Dakota State,62.0,75.0
01/10/2026,Northern Arizona,Idaho State,79.0,81.0
01/31/2026,Northern Arizona,Idaho,62.0,79.0
01/08/2026,Northern Arizona,Weber State,65.0,78.0
11/03/2025,Northern Colorado,-2146826246,91.0,57.0
01/08/2026,Northern Colorado,Idaho State,85.0,72.0
01/19/2026,Northern Colorado,Montana State,68.0,73.0
12/06/2025,Northern Colorado,South Dakota,89.0,87.0
11/29/2025,Northern Colorado,-2146826246,104.0,63.0
01/31/2026,Northern Colorado,Eastern Washington,74.0,71.0
01/29/2026,Northern Colorado,Idaho,91.0,83.0
01/10/2026,Northern Colorado,Weber State,71.0,76.0
11/07/2025,Northern Colorado,-2146826246,101.0,65.0
12/20/2025,Northern Colorado,Denver,79.0,86.0
11/23/2025,Northern Colorado,Cal State Fullerton,97.0,93.0
01/17/2026,Northern Illinois,Massachusetts,70.0,68.0
12/16/2025,Northern Illinois,-2146826246,112.0,64.0
01/27/2026,Northern Illinois,Western Michigan,85.0,65.0
11/13/2025,Northern Illinois,-2146826246,117.0,62.0
12/31/2025,Northern Illinois,Buffalo,67.0,81.0
11/03/2025,Northern Illinois,Louisiana-Monroe,102.0,82.0
11/29/2025,Northern Illinois,Bellarmine,0.0,0.0
12/02/2025,Northern Illinois,Lindenwood,64.0,99.0
01/06/2026,Northern Illinois,Toledo,61.0,75.0
12/20/2025,Northern Illinois,Central Michigan,74.0,73.0
01/31/2026,Northern Iowa,Evansville,71.0,55.0
01/24/2026,Northern Iowa,Murray State,81.0,76.0
11/18/2025,Northern Iowa,Northern Illinois,70.0,57.0
01/13/2026,Northern Iowa,Illinois-Chicago,61.0,69.0
12/06/2025,Northern Iowa,Wichita State,69.0,74.0
12/01/2025,Northern Iowa,-2146826246,99.0,34.0
12/29/2025,Northern Iowa,Valparaiso,58.0,48.0
12/13/2025,Northern Iowa,Oakland,75.0,63.0
02/06/2026,Northern Iowa,Bradley,61.0,49.0
01/01/2026,Northern Iowa,Indiana State,75.0,66.0
11/09/2025,Northern Iowa,South Dakota State,65.0,58.0
11/14/2025,Northern Iowa,Furman,70.0,54.0
11/06/2025,Northern Iowa,Cal State Northridge,86.0,57.0
01/07/2026,Northern Iowa,Belmont,65.0,78.0
02/07/2026,Northern Kentucky,Milwaukee,67.0,62.0
11/29/2025,Northern Kentucky,Boston University,74.0,65.0
12/09/2025,Northern Kentucky,-2146826246,92.0,53.0
12/21/2025,Northern Kentucky,Charleston,74.0,85.0
01/04/2026,Northern Kentucky,Youngstown State,94.0,79.0
11/16/2025,Northern Kentucky,-2146826246,101.0,73.0
11/03/2025,Northern Kentucky,-2146826246,126.0,69.0
01/01/2026,Northern Kentucky,IU Indy,81.0,72.0
11/24/2025,Northern Kentucky,Eastern Kentucky,82.0,71.0
12/03/2025,Northern Kentucky,Cleveland State,95.0,80.0
01/17/2026,Northern Kentucky,Robert Morris,89.0,92.0
11/26/2025,Northern Kentucky,Wofford,93.0,83.0
02/04/2026,Northern Kentucky,Green Bay,84.0,87.0
01/15/2026,Northern Kentucky,Detroit-Mercy,96.0,71.0
12/17/2025,Northern Kentucky,Oakland,77.0,82.0
12/31/2025,Northwestern State,Stephen F. Austin,64.0,74.0
12/20/2025,Northwestern State,-2146826246,108.0,55.0
02/04/2026,Northwestern State,East Texas A&M,68.0,74.0
11/29/2025,Northwestern State,Southern,73.0,75.0
11/14/2025,Northwestern State,-2146826246,95.0,75.0
01/24/2026,Northwestern State,East Texas A&M,0.0,0.0
01/12/2026,Northwestern State,UT Rio Grande Valley,64.0,63.0
01/10/2026,Northwestern State,Texas A&M-CC,79.0,78.0
12/29/2025,Northwestern State,Lamar,61.0,76.0
01/03/2026,Northwestern State,New Orleans,74.0,68.0
02/02/2026,Northwestern State,Nicholls State,58.0,61.0
11/03/2025,Northwestern,Mercyhurst,70.0,47.0
01/17/2026,Northwestern,Nebraska,58.0,77.0
01/14/2026,Northwestern,Illinois,68.0,79.0
12/13/2025,Northwestern,Jackson State,93.0,53.0
11/23/2025,Northwestern,South Carolina,79.0,77.0
11/10/2025,Northwestern,Cleveland State,110.0,63.0
11/07/2025,Northwestern,Boston University,76.0,52.0
01/03/2026,Northwestern,Minnesota,78.0,84.0
12/30/2025,Northwestern,Howard,80.0,60.0
12/06/2025,Northwestern,Ohio State,82.0,86.0
01/29/2026,Northwestern,Penn State,94.0,73.0
12/16/2025,Northwestern,Valparaiso,86.0,70.0
11/27/2025,Northwestern,Oklahoma State,81.0,86.0
01/31/2026,Northwestern,Washington,62.0,76.0
12/13/2025,Notre Dame,Evansville,82.0,58.0
02/07/2026,Notre Dame,Florida State,79.0,82.0
12/21/2025,Notre Dame,Fort Wayne,69.0,72.0
11/03/2025,Notre Dame,LIU,89.0,67.0
12/10/2025,Notre Dame,Idaho,80.0,65.0
11/19/2025,Notre Dame,Bellarmine,86.0,79.0
11/07/2025,Notre Dame,Detroit-Mercy,102.0,70.0
01/27/2026,Notre Dame,Virginia,97.0,100.0
11/25/2025,Notre Dame,Rutgers,68.0,63.0
12/02/2025,Notre Dame,Missouri,76.0,71.0
01/24/2026,Notre Dame,Boston College,68.0,64.0
11/11/2025,Notre Dame,Eastern Illinois,78.0,58.0
01/13/2026,Notre Dame,Miami (FL),69.0,81.0
01/10/2026,Notre Dame,Clemson,61.0,76.0
01/11/2026,Oakland,Wright State,84.0,94.0
01/21/2026,Oakland,IU Indy,85.0,103.0
12/06/2025,Oakland,Toledo,98.0,97.0
01/09/2026,Oakland,Cleveland State,97.0,74.0
12/03/2025,Oakland,Fort Wayne,101.0,92.0
01/04/2026,Oakland,Robert Morris,96.0,73.0
11/15/2025,Oakland,-2146826246,113.0,47.0
02/01/2026,Oakland,Northern Kentucky,76.0,65.0
01/10/2026,Ohio,Buffalo,91.0,80.0
12/06/2025,Ohio,Marshall,88.0,81.0
01/06/2026,Ohio,Massachusetts,86.0,83.0
12/13/2025,Ohio,St. Bonaventure,88.0,83.0
11/06/2025,Ohio,Illinois State,72.0,68.0
11/24/2025,Ohio,George Mason,69.0,92.0
12/22/2025,Ohio,-2146826246,102.0,59.0
12/16/2025,Ohio,-2146826246,89.0,56.0
01/20/2026,Ohio,Northern Illinois,80.0,77.0
11/03/2025,Ohio,Arkansas State,85.0,89.0
12/03/2025,Ohio,Maine,79.0,57.0
02/03/2026,Ohio,Western Michigan,91.0,71.0
12/20/2025,Ohio,Bowling Green,58.0,68.0
11/19/2025,Ohio,Bethune-Cookman,73.0,76.0
11/25/2025,Ohio,Loyola Marymount,58.0,70.0
01/23/2026,Ohio,Akron,65.0,86.0
12/13/2025,Ohio State,West Virginia,89.0,88.0
01/05/2026,Ohio State,Nebraska,69.0,72.0
02/08/2026,Ohio State,Michigan,0.0,0.0
11/20/2025,Ohio State,Western Michigan,91.0,58.0
12/20/2025,Ohio State,North Carolina,70.0,71.0
01/26/2026,Ohio State,Penn State,84.0,78.0
11/25/2025,Ohio State,Mount St. Mary's,113.0,60.0
12/09/2025,Ohio State,Illinois,80.0,88.0
11/07/2025,Ohio State,Fort Wayne,94.0,68.0
11/16/2025,Ohio State,Notre Dame,64.0,63.0
11/11/2025,Ohio State,Appalachian State,75.0,53.0
11/03/2025,Ohio State,IU Indy,118.0,102.0
01/20/2026,Ohio State,Minnesota,82.0,74.0
12/23/2025,Ohio State,Grambling State,89.0,63.0
01/17/2026,Ohio State,UCLA,86.0,74.0
11/03/2025,Oklahoma,St. Francis (PA),102.0,66.0
11/20/2025,Oklahoma,Oral Roberts,95.0,71.0
11/23/2025,Oklahoma,Alcorn State,72.0,53.0
12/16/2025,Oklahoma,UMKC,89.0,67.0
12/22/2025,Oklahoma,Stetson,107.0,54.0
01/27/2026,Oklahoma,Arkansas,79.0,83.0
12/29/2025,Oklahoma,Mississippi Valley State,93.0,69.0
11/11/2025,Oklahoma,Arkansas-Pine Bluff,95.0,69.0
01/13/2026,Oklahoma,Florida,79.0,96.0
01/03/2026,Oklahoma,Ole Miss,86.0,70.0
01/31/2026,Oklahoma,Texas,69.0,79.0
01/17/2026,Oklahoma,Alabama,81.0,83.0
12/29/2025,Oklahoma State,Bethune-Cookman,103.0,77.0
12/21/2025,Oklahoma State,Cal State Fullerton,94.0,89.0
12/18/2025,Oklahoma State,UMKC,91.0,79.0
02/04/2026,Oklahoma State,BYU,99.0,92.0
12/13/2025,Oklahoma State,Oklahoma,76.0,85.0
01/17/2026,Oklahoma State,Kansas State,84.0,83.0
12/02/2025,Oklahoma State,Sam Houston State,93.0,83.0
11/22/2025,Oklahoma State,Nicholls State,95.0,81.0
01/24/2026,Oklahoma State,Iowa State,71.0,84.0
01/13/2026,Oklahoma State,Baylor,79.0,94.0
11/19/2025,Oklahoma State,South Florida,103.0,95.0
11/16/2025,Oklahoma State,Texas A&M-CC,85.0,69.0
01/06/2026,Oklahoma State,UCF,87.0,76.0
11/09/2025,Oklahoma State,Texas A&M,87.0,63.0
11/04/2025,Oklahoma State,Oral Roberts,95.0,71.0
11/12/2025,Oklahoma State,Prairie View A&M,94.0,67.0
11/06/2025,Old Dominion,-2146826246,93.0,53.0
01/21/2026,Old Dominion,Troy,77.0,83.0
12/31/2025,Old Dominion,Appalachian State,73.0,81.0
12/17/2025,Old Dominion,James Madison,77.0,68.0
02/04/2026,Old Dominion,Louisiana-Monroe,79.0,85.0
11/11/2025,Old Dominion,Norfolk State,60.0,57.0
12/20/2025,Old Dominion,Coastal Carolina,74.0,76.0
11/21/2025,Old Dominion,Morgan State,88.0,56.0
02/07/2026,Old Dominion,Ohio,78.0,72.0
01/03/2026,Old Dominion,Georgia Southern,86.0,93.0
11/26/2025,Ole Miss,Utah,74.0,75.0
01/20/2026,Ole Miss,Auburn,66.0,78.0
11/03/2025,Ole Miss,Southeastern Louisiana,88.0,58.0
11/14/2025,Ole Miss,Cal State Bakersfield,82.0,60.0
12/29/2025,Ole Miss,Alcorn State,79.0,43.0
11/18/2025,Ole Miss,Austin Peay,72.0,65.0
12/13/2025,Ole Miss,Southern Miss,71.0,67.0
11/07/2025,Ole Miss,Louisiana-Monroe,86.0,65.0
12/02/2025,Ole Miss,Miami (FL),66.0,75.0
01/07/2026,Ole Miss,Arkansas,87.0,94.0
11/11/2025,Ole Miss,Memphis,83.0,77.0
01/10/2026,Ole Miss,Missouri,76.0,69.0
12/17/2025,Ole Miss,Alabama A&M,80.0,66.0
01/03/2026,Omaha,UMKC,66.0,73.0
01/21/2026,Omaha,South Dakota,64.0,68.0
12/09/2025,Omaha,-2146826246,79.0,70.0
12/16/2025,Omaha,-2146826246,105.0,58.0
01/08/2026,Omaha,North Dakota,90.0,79.0
11/29/2025,Omaha,-2146826246,84.0,62.0
01/10/2026,Omaha,North Dakota State,76.0,78.0
11/19/2025,Omaha,-2146826246,96.0,80.0
01/28/2026,Omaha,South Dakota State,80.0,71.0
11/15/2025,Omaha,Southern Utah,90.0,85.0
12/03/2025,Omaha,Northern Colorado,70.0,75.0
11/18/2025,Oral Roberts,-2146826246,84.0,64.0
11/12/2025,Oral Roberts,Tulsa,87.0,88.0
01/10/2026,Oral Roberts,St. Thomas,71.0,82.0
11/15/2025,Oral Roberts,Belmont,60.0,83.0
11/25/2025,Oral Roberts,Kennesaw State,91.0,83.0
12/13/2025,Oral Roberts,-2146826246,97.0,52.0
11/08/2025,Oral Roberts,-2146826246,84.0,50.0
01/22/2026,Oral Roberts,North Dakota,62.0,79.0
01/17/2026,Oral Roberts,Omaha,62.0,73.0
01/24/2026,Oral Roberts,North Dakota State,58.0,86.0
12/06/2025,Oral Roberts,Montana State,72.0,68.0
12/22/2025,Oral Roberts,Texas-Arlington,57.0,69.0
12/21/2025,Oregon,Gonzaga,82.0,91.0
01/28/2026,Oregon,UCLA,57.0,73.0
11/24/2025,Oregon,Auburn,73.0,84.0
02/01/2026,Oregon,Iowa,66.0,84.0
11/17/2025,Oregon,Oregon State,87.0,75.0
11/07/2025,Oregon,Rice,67.0,63.0
12/02/2025,Oregon,USC,77.0,82.0
01/08/2026,Oregon,Ohio State,62.0,72.0
12/17/2025,Oregon,Portland,94.0,69.0
12/13/2025,Oregon,UC Davis,104.0,62.0
01/20/2026,Oregon,Michigan State,52.0,68.0
11/25/2025,Oregon,San Diego State,80.0,97.0
12/28/2025,Oregon,Omaha,80.0,57.0
01/17/2026,Oregon,Michigan,71.0,81.0
11/12/2025,Oregon,South Dakota State,83.0,69.0
11/04/2025,Oregon,Hawaii,60.0,59.0
02/07/2026,Oregon State,Gonzaga,61.0,81.0
11/24/2025,Oregon State,Massachusetts,65.0,73.0
01/17/2026,Oregon State,Pacific,64.0,81.0
12/06/2025,Oregon State,Southern Utah,81.0,70.0
11/03/2025,Oregon State,North Dakota State,67.0,65.0
11/12/2025,Oregon State,North Texas,66.0,64.0
01/14/2026,Oregon State,Loyola Marymount,76.0,70.0
11/21/2025,Oregon State,Evansville,69.0,73.0
12/03/2025,Oregon State,Vermont,80.0,58.0
12/13/2025,Oregon State,Montana State,67.0,57.0
12/28/2025,Oregon State,Santa Clara,64.0,102.0
11/22/2025,Oregon State,Iona,84.0,91.0
12/30/2025,Oregon State,San Francisco,70.0,62.0
12/17/2025,Oregon State,Sam Houston State,75.0,85.0
11/07/2025,Oregon State,Illinois-Chicago,76.0,73.0
01/08/2026,Oregon State,Seattle,68.0,55.0
02/04/2026,Oregon State,Washington State,74.0,64.0
11/29/2025,Oregon State,California Baptist,69.0,75.0
01/04/2026,Pacific,Pepperdine,74.0,69.0
01/24/2026,Pacific,Seattle,56.0,54.0
11/05/2025,Pacific,-2146826246,83.0,56.0
11/24/2025,Pacific,Stony Brook,86.0,58.0
11/29/2025,Pacific,Sacramento State,68.0,54.0
12/13/2025,Pacific,-2146826246,104.0,50.0
02/04/2026,Pacific,Santa Clara,56.0,71.0
12/21/2025,Pacific,Nicholls State,95.0,82.0
01/28/2026,Pacific,Portland,74.0,51.0
01/02/2026,Pacific,Oregon State,84.0,53.0
01/10/2026,Pacific,San Diego,77.0,70.0
11/12/2025,Pacific,Long Beach State,69.0,66.0
01/03/2026,Penn State,Illinois,65.0,73.0
12/21/2025,Penn State,Pittsburgh,46.0,80.0
11/22/2025,Penn State,Providence,65.0,77.0
01/06/2026,Penn State,Michigan,72.0,74.0
02/01/2026,Penn State,Minnesota,77.0,75.0
01/22/2026,Penn State,Wisconsin,71.0,98.0
11/29/2025,Penn State,Sacred Heart,90.0,59.0
12/29/2025,Penn State,North Carolina Central,90.0,67.0
02/08/2026,Penn State,USC,0.0,0.0
12/13/2025,Penn State,Michigan State,72.0,76.0
11/19/2025,Penn State,Harvard,84.0,80.0
11/03/2025,Penn State,Fairfield,76.0,68.0
11/11/2025,Penn State,Navy,80.0,71.0
01/14/2026,Penn State,UCLA,60.0,71.0
12/02/2025,Penn State,Campbell,87.0,76.0
11/25/2025,Penn State,Boston University,96.0,87.0
01/10/2026,Pennsylvania,Brown,81.0,73.0
12/08/2025,Pennsylvania,Lafayette,74.0,72.0
11/17/2025,Pennsylvania,Saint Joseph's,83.0,74.0
11/07/2025,Pennsylvania,-2146826246,119.0,72.0
12/31/2025,Pennsylvania,NJIT,80.0,61.0
01/24/2026,Pennsylvania,Yale,60.0,77.0
11/28/2025,Pennsylvania,Merrimack,77.0,65.0
11/29/2025,Pennsylvania,La Salle,73.0,71.0
02/07/2026,Pennsylvania,Princeton,61.0,60.0
11/30/2025,Pennsylvania,Hofstra,60.0,77.0
01/28/2026,Pepperdine,San Diego,88.0,92.0
12/02/2025,Pepperdine,Abilene Christian,63.0,71.0
02/07/2026,Pepperdine,Pacific,59.0,92.0
12/30/2025,Pepperdine,Saint Mary's,45.0,72.0
12/20/2025,Pepperdine,Rice,84.0,62.0
12/06/2025,Pepperdine,Vermont,56.0,65.0
01/10/2026,Pepperdine,San Francisco,60.0,80.0
01/14/2026,Pepperdine,Portland,67.0,63.0
11/18/2025,Pepperdine,New Orleans,90.0,79.0
11/03/2025,Pepperdine,-2146826246,88.0,80.0
11/11/2025,Pepperdine,-2146826246,113.0,76.0
12/28/2025,Pepperdine,Gonzaga,56.0,96.0
11/21/2025,Pepperdine,Stephen F. Austin,60.0,63.0
11/15/2025,Pepperdine,Northern Colorado,81.0,88.0
11/23/2025,Pittsburgh,Quinnipiac,75.0,83.0
11/07/2025,Pittsburgh,Longwood,78.0,60.0
11/10/2025,Pittsburgh,Eastern Michigan,78.0,66.0
11/03/2025,Pittsburgh,Youngstown State,74.0,59.0
12/07/2025,Pittsburgh,Hofstra,73.0,80.0
12/17/2025,Pittsburgh,Binghamton,103.0,63.0
11/17/2025,Pittsburgh,Bucknell,84.0,50.0
11/28/2025,Pittsburgh,Ohio State,67.0,66.0
01/03/2026,Pittsburgh,Clemson,68.0,73.0
12/02/2025,Pittsburgh,Texas A&M,73.0,81.0
01/17/2026,Pittsburgh,Louisville,59.0,100.0
01/24/2026,Pittsburgh,NC State,72.0,81.0
01/27/2026,Pittsburgh,Wake Forest,80.0,76.0
01/10/2026,Pittsburgh,Syracuse,72.0,83.0
02/07/2026,Pittsburgh,SMU,67.0,86.0
12/28/2025,Portland,Washington State,62.0,67.0
11/23/2025,Portland,St. Thomas,66.0,76.0
02/04/2026,Portland,Gonzaga,87.0,80.0
11/22/2025,Portland,Northern Colorado,80.0,86.0
12/14/2025,Portland,Kent State,88.0,78.0
11/09/2025,Portland,UC Davis,67.0,63.0
11/21/2025,Portland,Cal State Fullerton,103.0,85.0
01/08/2026,Portland,Pacific,90.0,89.0
11/03/2025,Portland,-2146826246,120.0,83.0
12/05/2025,Portland,-2146826246,104.0,87.0
11/06/2025,Portland,Arkansas-Pine Bluff,83.0,74.0
02/07/2026,Portland,Seattle,54.0,53.0
01/10/2026,Portland,Oregon State,82.0,76.0
12/30/2025,Portland,Santa Clara,85.0,92.0
01/24/2026,Portland,Saint Mary's,69.0,75.0
11/26/2025,Portland,Long Beach State,93.0,73.0
01/15/2026,Portland State,Northern Colorado,76.0,73.0
01/17/2026,Portland State,Northern Arizona,63.0,52.0
11/17/2025,Portland State,Cal State Bakersfield,93.0,80.0
11/07/2025,Portland State,-2146826246,122.0,74.0
01/10/2026,Portland State,Sacramento State,96.0,69.0
12/13/2025,Portland State,-2146826246,94.0,50.0
12/06/2025,Portland State,Omaha,55.0,60.0
01/31/2026,Portland State,Montana State,63.0,54.0
02/02/2026,Portland State,Idaho State,88.0,65.0
11/19/2025,Portland State,-2146826246,90.0,61.0
01/29/2026,Portland State,Montana,60.0,64.0
11/22/2025,Prairie View A&M,Tennessee-Martin,68.0,69.0
01/27/2026,Prairie View A&M,Alabama A&M,60.0,80.0
01/31/2026,Prairie View A&M,Texas Southern,85.0,78.0
11/03/2025,Prairie View A&M,-2146826246,95.0,48.0
01/26/2026,Prairie View A&M,Alabama A&M,0.0,0.0
01/24/2026,Prairie View A&M,Alabama State,80.0,95.0
01/12/2026,Prairie View A&M,Arkansas-Pine Bluff,73.0,61.0
01/10/2026,Prairie View A&M,Mississippi Valley State,70.0,69.0
11/05/2025,Prairie View A&M,-2146826246,94.0,53.0
12/20/2025,Prairie View A&M,-2146826246,100.0,64.0
12/06/2025,Prairie View A&M,-2146826246,124.0,62.0
11/08/2025,Presbyterian,East Tennessee State,68.0,64.0
01/03/2026,Presbyterian,USC Upstate,86.0,77.0
01/24/2026,Presbyterian,Winthrop,72.0,82.0
12/06/2025,Presbyterian,Morehead State,80.0,72.0
01/14/2026,Presbyterian,UNC Asheville,71.0,70.0
01/21/2026,Presbyterian,Charleston Southern,87.0,83.0
11/05/2025,Presbyterian,-2146826246,105.0,76.0
02/07/2026,Presbyterian,Gardner-Webb,68.0,62.0
12/28/2025,Presbyterian,-2146826246,91.0,64.0
11/03/2025,Presbyterian,Navy,55.0,76.0
11/26/2025,Presbyterian,-2146826246,93.0,50.0
01/31/2026,Presbyterian,Radford,84.0,93.0
11/11/2025,Princeton,Bucknell,73.0,63.0
01/05/2026,Princeton,Pennsylvania,78.0,76.0
01/10/2026,Princeton,Yale,76.0,60.0
11/26/2025,Princeton,Vermont,74.0,79.0
12/30/2025,Princeton,Vermont,75.0,69.0
11/20/2025,Princeton,Northeastern,70.0,57.0
11/25/2025,Princeton,Temple,75.0,79.0
11/13/2025,Princeton,-2146826246,100.0,59.0
01/24/2026,Princeton,Brown,63.0,53.0
12/10/2025,Princeton,Merrimack,56.0,59.0
11/30/2025,Princeton,Saint Joseph's,58.0,60.0
12/19/2025,Providence,Seton Hall,67.0,72.0
11/03/2025,Providence,Holy Cross,89.0,79.0
12/02/2025,Providence,Fairleigh Dickinson,94.0,64.0
12/09/2025,Providence,Brown,86.0,79.0
11/11/2025,Providence,Pennsylvania,106.0,81.0
02/04/2026,Providence,Butler,97.0,87.0
01/24/2026,Providence,Georgetown,78.0,81.0
02/07/2026,Providence,DePaul,90.0,72.0
01/16/2026,Providence,Creighton,93.0,88.0
11/18/2025,Providence,New Hampshire,98.0,66.0
01/13/2026,Providence,Villanova,82.0,88.0
12/06/2025,Providence,Rhode Island,90.0,71.0
01/07/2026,Providence,UConn,98.0,103.0
12/06/2025,Purdue,Iowa State,58.0,81.0
01/07/2026,Purdue,Washington,81.0,73.0
01/10/2026,Purdue,Penn State,93.0,85.0
02/07/2026,Purdue,Oregon,68.0,64.0
11/20/2025,Purdue,Memphis,80.0,71.0
12/29/2025,Purdue,Kent State,101.0,60.0
01/24/2026,Purdue,Illinois,82.0,88.0
12/13/2025,Purdue,Marquette,79.0,59.0
11/28/2025,Purdue,Eastern Illinois,109.0,62.0
01/14/2026,Purdue,Iowa,79.0,72.0
11/21/2025,Purdue,Texas Tech,86.0,56.0
11/16/2025,Purdue,Akron,97.0,79.0
11/07/2025,Purdue,Oakland,87.0,77.0
11/04/2025,Purdue,Evansville,82.0,51.0
12/10/2025,Purdue,Minnesota,85.0,57.0
12/20/2025,Purdue,Auburn,88.0,60.0
01/28/2026,Fort Wayne,Oakland,65.0,74.0
12/10/2025,Fort Wayne,Eastern Michigan,80.0,65.0
11/15/2025,Fort Wayne,-2146826246,118.0,68.0
11/28/2025,Fort Wayne,-2146826246,92.0,59.0
12/14/2025,Fort Wayne,Detroit-Mercy,81.0,77.0
01/18/2026,Fort Wayne,Milwaukee,100.0,82.0
01/01/2026,Fort Wayne,Green Bay,54.0,72.0
11/25/2025,Fort Wayne,Chicago State,90.0,77.0
02/04/2026,Fort Wayne,Youngstown State,61.0,90.0
11/09/2025,Fort Wayne,-2146826246,137.0,56.0
01/04/2026,Fort Wayne,Cleveland State,74.0,71.0
01/31/2026,Fort Wayne,Robert Morris,83.0,71.0
12/06/2025,Fort Wayne,Northern Kentucky,79.0,77.0
01/28/2026,Queens University,Central Arkansas,90.0,100.0
01/21/2026,Queens University,North Alabama,87.0,62.0
11/05/2025,Queens University,-2146826246,87.0,76.0
02/05/2026,Queens University,Jacksonville,93.0,84.0
11/15/2025,Queens University,Sacred Heart,81.0,64.0
11/20/2025,Queens University,UNC Greensboro,101.0,94.0
01/03/2026,Queens University,Bellarmine,98.0,76.0
02/07/2026,Queens University,North Florida,91.0,72.0
12/12/2025,Queens University,South Carolina State,102.0,78.0
01/01/2026,Queens University,Eastern Kentucky,91.0,89.0
12/03/2025,Queens University,Gardner-Webb,107.0,74.0
02/05/2026,Quinnipiac,Canisius,75.0,60.0
11/11/2025,Quinnipiac,Yale,60.0,97.0
11/06/2025,Quinnipiac,Central Connecticut,71.0,49.0
02/07/2026,Quinnipiac,Niagara,56.0,55.0
01/30/2026,Quinnipiac,Sacred Heart,91.0,98.0
01/14/2026,Quinnipiac,Saint Peter's,70.0,74.0
12/13/2025,Quinnipiac,UMass Lowell,75.0,71.0
12/07/2025,Quinnipiac,Rider,72.0,58.0
11/30/2025,Quinnipiac,Stonehill,76.0,62.0
01/19/2026,Quinnipiac,Manhattan,98.0,92.0
11/19/2025,Quinnipiac,-2146826246,112.0,52.0
01/04/2026,Quinnipiac,Mount St. Mary's,80.0,69.0
12/29/2025,Quinnipiac,Marist,64.0,58.0
12/28/2025,Radford,-2146826246,87.0,44.0
11/03/2025,Radford,Western Illinois,80.0,75.0
11/07/2025,Radford,-2146826246,99.0,61.0
12/14/2025,Radford,Coppin State,107.0,77.0
02/04/2026,Radford,Winthrop,78.0,80.0
12/21/2025,Radford,VMI,97.0,90.0
12/07/2025,Radford,St. Francis (PA),89.0,56.0
12/03/2025,Radford,Southern Miss,75.0,82.0
11/15/2025,Radford,Wright State,59.0,92.0
11/29/2025,Radford,-2146826246,102.0,75.0
01/17/2026,Radford,Longwood,85.0,83.0
01/10/2026,Radford,UNC Asheville,72.0,91.0
01/07/2026,Radford,Presbyterian,80.0,61.0
11/21/2025,Radford,UNC Wilmington,73.0,81.0
01/23/2026,Radford,High Point,83.0,93.0
01/07/2026,Rhode Island,La Salle,72.0,79.0
12/09/2025,Rhode Island,McNeese,64.0,66.0
02/07/2026,Rhode Island,Richmond,82.0,77.0
12/31/2025,Rhode Island,Loyola (IL),57.0,61.0
01/24/2026,Rhode Island,George Mason,74.0,65.0
01/14/2026,Rhode Island,VCU,75.0,84.0
12/22/2025,Rhode Island,Northeastern,85.0,77.0
11/03/2025,Rhode Island,Stetson,93.0,62.0
11/07/2025,Rhode Island,Tulsa,65.0,82.0
11/11/2025,Rhode Island,Stonehill,80.0,57.0
11/14/2025,Rhode Island,Albany,80.0,61.0
12/02/2025,Rhode Island,Brown,66.0,56.0
12/16/2025,Rhode Island,Canisius,62.0,45.0
01/03/2026,Rice,Memphis,70.0,76.0
01/11/2026,Rice,Charlotte,73.0,74.0
11/04/2025,Rice,-2146826246,109.0,38.0
11/26/2025,Rice,Oral Roberts,81.0,62.0
12/17/2025,Rice,-2146826246,94.0,47.0
01/24/2026,Rice,Tulsa,81.0,87.0
12/13/2025,Rice,Arkansas State,77.0,76.0
12/03/2025,Rice,Texas State,77.0,72.0
11/20/2025,Rice,Tarleton State,74.0,90.0
